6, 6.9e-05
11, 3.1e-05
16, 0.000101
21, 4.0e-05
26, 7.9e-05
31, 8.7e-05
36, 0.000102
41, 8.8e-05
46, 8.6e-05
51, 0.000125
56, 0.000117
61, 0.00013
66, 0.000144
71, 0.000585
76, 0.000164
81, 0.000165
86, 0.000168
91, 0.000174
96, 0.000149
101, 0.00023
106, 0.00029
111, 0.000358
116, 0.000248
121, 0.000278
126, 0.000268
131, 0.000324
136, 0.000283
141, 0.000235
146, 0.000207
151, 0.000224
156, 0.000181
161, 0.000184
166, 0.00019
171, 0.000264
176, 0.000237
181, 0.000202
186, 0.000247
191, 0.000212
196, 0.000309
201, 0.000378
206, 0.000336
211, 0.000282
216, 0.000332
221, 0.000304
226, 0.0003
231, 0.000303
236, 0.000297
241, 0.000319
246, 0.000333
251, 0.000326
256, 0.000312
261, 0.000341
266, 0.0005
271, 0.000409
276, 0.000302
281, 0.000484
286, 0.000347
291, 0.000344
296, 0.000354
301, 0.000358
306, 0.000315
311, 0.000321
316, 0.000356
321, 0.000326
326, 0.000461
331, 0.000345
336, 0.000394
341, 0.000361
346, 0.000353
351, 0.000385
356, 0.000425
361, 0.000639
366, 0.000723
371, 0.000377
376, 0.000605
381, 0.00042
386, 0.002281
391, 0.0004
396, 0.000412
401, 0.000402
406, 0.000398
411, 0.000399
416, 0.000744
421, 0.00074
426, 0.000757
431, 0.00078
436, 0.000767
441, 0.001398
446, 0.00052
451, 0.000585
456, 0.001722
461, 0.000858
466, 0.001007
471, 0.000842
476, 0.000484
481, 0.000491
486, 0.000485
491, 0.000476
496, 0.00051
501, 0.000688
506, 0.001226
511, 0.001224
516, 0.00066
521, 0.000647
526, 0.000745
531, 0.001518
536, 0.000874
541, 0.000729
546, 0.000775
551, 0.000762
556, 0.000731
561, 0.001103
566, 0.000734
571, 0.000701
576, 0.000968
581, 0.000763
586, 0.000836
591, 0.000787
596, 0.000753
601, 0.000793
606, 0.000937
611, 0.000781
616, 0.000844
621, 0.000788
626, 0.000806
631, 0.000781
636, 0.000755
641, 0.000961
646, 0.000774
651, 0.000772
656, 0.000789
661, 0.000853
666, 0.000776
671, 0.000949
676, 0.000774
681, 0.001105
686, 0.000824
691, 0.00081
696, 0.001308
701, 0.000889
706, 0.00159
711, 0.001589
716, 0.000977
721, 0.000872
726, 0.000907
731, 0.000863
736, 0.001067
741, 0.000935
746, 0.000994
751, 0.000917
756, 0.000877
761, 0.001239
766, 0.001054
771, 0.001003
776, 0.001119
781, 0.00101
786, 0.00097
791, 0.001817
796, 0.001437
801, 0.001202
806, 0.000982
811, 0.000948
816, 0.001436
821, 0.001088
826, 0.000948
831, 0.001047
836, 0.000969
841, 0.001053
846, 0.001908
851, 0.00164
856, 0.001982
861, 0.001999
866, 0.00109
871, 0.001394
876, 0.00116
881, 0.001162
886, 0.001114
891, 0.001258
896, 0.001074
901, 0.001039
906, 0.001641
911, 0.001675
916, 0.001149
921, 0.001062
926, 0.001414
931, 0.001227
936, 0.001103
941, 0.001097
946, 0.001339
951, 0.001133
956, 0.001089
961, 0.001322
966, 0.00132
971, 0.001969
976, 0.001256
981, 0.00129
986, 0.001215
991, 0.001217
996, 0.002184
1001, 0.001152
